Tokens,Tags,Polarities
"['I', 'sent', 'it', 'back', 'to', 'Toshiba', 'twice', 'they', 'covered', 'it', 'under', 'the', 'warranty', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['I', 'was', 'looking', 'for', 'a', 'mac', 'which', 'is', 'portable', 'and', 'has', 'all', 'the', 'features', 'that', 'I', 'was', 'looking', 'for', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1]"
"['Also', 'kinda', 'loud', 'when', 'the', 'fan', 'was', 'running', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, 0, -1, -1, -1]"
"['In', 'desparation', ',', 'I', 'called', 'their', 'Customer', 'Service', 'number', 'and', 'was', 'told', 'that', 'my', 'warranty', 'had', 'expired', '-LRB-', '2', 'days', 'old', '-RRB-', 'and', 'that', 'the', 'priviledge', 'of', 'talking', 'to', 'a', 'technician', 'would', 'cost', 'me', '-LRB-', '``', 'have', 'your', 'credit', 'card', 'ready', ""''"", '-RRB-', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['In', 'desparation', ',', 'I', 'called', 'their', 'Customer', 'Service', 'number', 'and', 'was', 'told', 'that', 'my', 'warranty', 'had', 'expired', '-LRB-', '2', 'days', 'old', '-RRB-', 'and', 'that', 'the', 'priviledge', 'of', 'talking', 'to', 'a', 'technician', 'would', 'cost', 'me', '-LRB-', '``', 'have', 'your', 'credit', 'card', 'ready', ""''"", '-RRB-', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['In', 'desparation', ',', 'I', 'called', 'their', 'Customer', 'Service', 'number', 'and', 'was', 'told', 'that', 'my', 'warranty', 'had', 'expired', '-LRB-', '2', 'days', 'old', '-RRB-', 'and', 'that', 'the', 'priviledge', 'of', 'talking', 'to', 'a', 'technician', 'would', 'cost', 'me', '-LRB-', '``', 'have', 'your', 'credit', 'card', 'ready', ""''"", '-RRB-', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['There', 'also', 'seemed', 'to', 'be', 'a', 'problem', 'with', 'the', 'hard', 'disc', 'as', 'certain', 'times', 'windows', 'loads', 'but', 'claims', 'to', 'not', 'be', 'able', 'to', 'find', 'any', 'drivers', 'or', 'files', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['There', 'also', 'seemed', 'to', 'be', 'a', 'problem', 'with', 'the', 'hard', 'disc', 'as', 'certain', 'times', 'windows', 'loads', 'but', 'claims', 'to', 'not', 'be', 'able', 'to', 'find', 'any', 'drivers', 'or', 'files', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['There', 'also', 'seemed', 'to', 'be', 'a', 'problem', 'with', 'the', 'hard', 'disc', 'as', 'certain', 'times', 'windows', 'loads', 'but', 'claims', 'to', 'not', 'be', 'able', 'to', 'find', 'any', 'drivers', 'or', 'files', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1]"
"['Drivers', 'updated', 'ok', 'but', 'the', 'BIOS', 'update', 'froze', 'the', 'system', 'up', 'and', 'the', 'computer', 'shut', 'down', '.']","[1, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Drivers', 'updated', 'ok', 'but', 'the', 'BIOS', 'update', 'froze', 'the', 'system', 'up', 'and', 'the', 'computer', 'shut', 'down', '.']","[1, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Drivers', 'updated', 'ok', 'but', 'the', 'BIOS', 'update', 'froze', 'the', 'system', 'up', 'and', 'the', 'computer', 'shut', 'down', '.']","[1, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1]"
"['Spent', '2', 'hours', 'on', 'phone', 'with', 'HP', 'Technical', 'Support', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 2, 0]","[-1, -1, -1, -1, -1, -1, 1, 1, 1, -1]"
"['Speaking', 'of', 'the', 'browser', ',', 'it', 'too', 'has', 'problems', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 0, -1, -1, -1, -1, -1, -1]"
"['The', 'keyboard', 'is', 'too', 'slick', '.']","[0, 1, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1]"
"['Nightly', 'my', 'computer', 'defrags', 'itself', 'and', 'runs', 'a', 'virus', 'scan', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1]"
"['It', ""'s"", 'like', '9', 'punds', ',', 'but', 'if', 'you', 'can', 'look', 'past', 'it', ',', 'it', ""'s"", 'GREAT', '!']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['It', ""'s"", 'just', 'as', 'fast', 'with', 'one', 'program', 'open', 'as', 'it', 'is', 'with', 'sixteen', 'open', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Still', 'under', 'warrenty', 'so', 'called', 'Toshiba', ',', 'no', 'help', 'at', 'all', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'was', 'happy', 'with', 'My', 'purchase', 'of', 'a', 'Toshiba', 'Satellite', 'L305D-S5934', 'laptop', 'until', 'it', 'came', 'time', 'to', 'have', 'it', 'repaired', 'under', 'the', 'Toshiba', 'Warranty', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1]"
"['Amazing', 'Quality', '!']","[0, 1, 0]","[-1, 2, -1]"
"['The', 'fact', 'that', 'you', 'can', 'spend', 'over', '$', '100', 'on', 'just', 'a', 'webcam', 'underscores', 'the', 'value', 'of', 'this', 'machine', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'fact', 'that', 'you', 'can', 'spend', 'over', '$', '100', 'on', 'just', 'a', 'webcam', 'underscores', 'the', 'value', 'of', 'this', 'machine', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1]"
"['I', 'mainly', 'use', 'it', 'for', 'email', ',', 'internet', ',', 'and', 'managing', 'personal', 'files', '-LRB-', 'pics', ',', 'vids', ',', 'etc.', '-RRB-', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'mainly', 'use', 'it', 'for', 'email', ',', 'internet', ',', 'and', 'managing', 'personal', 'files', '-LRB-', 'pics', ',', 'vids', ',', 'etc.', '-RRB-', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['A', 'month', 'or', 'so', 'ago', ',', 'the', 'freaking', 'motherboard', 'just', 'died', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1]"
"['The', 'system', 'it', 'comes', 'with', 'does', 'not', 'work', 'properly', ',', 'so', 'when', 'trying', 'to', 'fix', 'the', 'problems', 'with', 'it', 'it', 'started', 'not', 'working', 'at', 'all', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Then', 'after', '4', 'or', 'so', 'months', 'the', 'charger', 'stopped', 'working', 'so', 'I', 'was', 'forced', 'to', 'go', 'out', 'and', 'buy', 'new', 'hardware', 'just', 'to', 'keep', 'this', 'computer', 'running', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Then', 'after', '4', 'or', 'so', 'months', 'the', 'charger', 'stopped', 'working', 'so', 'I', 'was', 'forced', 'to', 'go', 'out', 'and', 'buy', 'new', 'hardware', 'just', 'to', 'keep', 'this', 'computer', 'running', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1]"
"['If', 'a', 'website', 'ever', 'freezes', '-LRB-', 'which', 'is', 'rare', '-RRB-', ',', 'its', 'really', 'easy', 'to', 'force', 'quit', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1]"
"['It', 'rarely', 'works', 'and', 'when', 'it', 'does', 'it', ""'s"", 'incredibly', 'slow', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'also', 'enjoy', 'the', 'fact', 'that', 'my', 'MacBook', 'Pro', 'laptop', 'allows', 'me', 'to', 'run', 'Windows', '7', 'on', 'it', 'by', 'using', 'the', 'VMWare', 'program', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'also', 'enjoy', 'the', 'fact', 'that', 'my', 'MacBook', 'Pro', 'laptop', 'allows', 'me', 'to', 'run', 'Windows', '7', 'on', 'it', 'by', 'using', 'the', 'VMWare', 'program', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1]"
"['It', ""'s"", 'so', 'much', 'easier', 'to', 'navigate', 'through', 'the', 'operating', 'system', ',', 'to', 'find', 'files', ',', 'and', 'it', 'runs', 'a', 'lot', 'faster', '!']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['It', ""'s"", 'so', 'much', 'easier', 'to', 'navigate', 'through', 'the', 'operating', 'system', ',', 'to', 'find', 'files', ',', 'and', 'it', 'runs', 'a', 'lot', 'faster', '!']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1]"
"['It', ""'s"", 'so', 'much', 'easier', 'to', 'navigate', 'through', 'the', 'operating', 'system', ',', 'to', 'find', 'files', ',', 'and', 'it', 'runs', 'a', 'lot', 'faster', '!']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['It', ""'s"", 'so', 'much', 'easier', 'to', 'navigate', 'through', 'the', 'operating', 'system', ',', 'to', 'find', 'files', ',', 'and', 'it', 'runs', 'a', 'lot', 'faster', '!']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Purchased', 'a', 'Toshiba', 'Lap', 'top', 'it', 'worked', 'good', 'until', 'just', 'after', 'the', 'warrenty', 'went', 'out', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1]"
"['I', 'wanted', 'to', 'purchase', 'the', 'extended', 'warranty', 'and', 'they', 'refused', ',', 'because', 'they', 'knew', 'it', 'was', 'trouble', '.']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['We', 'upgraded', 'the', 'memory', 'to', 'four', 'gigabytes', 'in', 'order', 'to', 'take', 'advantage', 'of', 'the', 'performace', 'increase', 'in', 'speed', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['We', 'upgraded', 'the', 'memory', 'to', 'four', 'gigabytes', 'in', 'order', 'to', 'take', 'advantage', 'of', 'the', 'performace', 'increase', 'in', 'speed', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['We', 'upgraded', 'the', 'memory', 'to', 'four', 'gigabytes', 'in', 'order', 'to', 'take', 'advantage', 'of', 'the', 'performace', 'increase', 'in', 'speed', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1]"
"['The', 'reality', 'was', ',', 'it', 'heated', 'up', 'very', 'quickly', ',', 'and', 'took', 'way', 'too', 'long', 'to', 'do', 'simple', 'things', ',', 'like', 'opening', 'my', 'Documents', 'folder', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, -1]"
"['I', 'had', 'always', 'used', 'PCs', 'and', 'been', 'constantly', 'frustrated', 'by', 'the', 'crashing', 'and', 'the', 'poorly', 'designed', 'operating', 'systems', 'that', 'were', 'never', 'very', 'intuitive', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1]"
"['Then', ',', 'within', '5', 'months', ',', 'the', 'charger', 'crapped', 'out', 'on', 'me', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1]"
"['And', 'if', 'you', 'have', 'a', 'iphone', 'or', 'ipod', 'touch', 'you', 'can', 'connect', 'and', 'download', 'songs', 'to', 'it', 'at', 'high', 'speed', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['I', 'love', 'the', 'glass', 'touchpad', '.']","[0, 0, 0, 1, 2, 0]","[-1, -1, -1, 2, 2, -1]"
"['I', 'continued', 'to', 'take', 'the', 'computer', 'in', 'AGAIN', 'and', 'they', 'replaced', 'the', 'hard', 'drive', 'and', 'mother', 'board', 'yet', 'again', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1]"
"['I', 'continued', 'to', 'take', 'the', 'computer', 'in', 'AGAIN', 'and', 'they', 'replaced', 'the', 'hard', 'drive', 'and', 'mother', 'board', 'yet', 'again', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1]"
"['I', 'am', 'using', 'the', 'external', 'speaker', '-', 'sound', 'is', 'good', '.']","[0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1]"
"['I', 'am', 'using', 'the', 'external', 'speaker', '-', 'sound', 'is', 'good', '.']","[0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1]"
"['still', 'testing', 'the', 'battery', 'life', 'as', 'i', 'thought', 'it', 'would', 'be', 'better', ',', 'but', 'am', 'very', 'happy', 'with', 'the', 'upgrade', '.']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Then', 'HP', 'sends', 'it', 'back', 'to', 'me', 'with', 'the', 'hardware', 'screwed', 'up', ',', 'not', 'able', 'to', 'connect', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Oh', 'yeah', ',', 'do', ""n't"", 'forget', 'the', 'expensive', 'shipping', 'to', 'and', 'from', 'HP', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1]"
"['Everything', 'is', 'so', 'easy', 'to', 'use', ',', 'Mac', 'software', 'is', 'just', 'so', 'much', 'simpler', 'than', 'Microsoft', 'software', '.']","[0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Everything', 'is', 'so', 'easy', 'to', 'use', ',', 'Mac', 'software', 'is', 'just', 'so', 'much', 'simpler', 'than', 'Microsoft', 'software', '.']","[0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1]"
"['Everything', 'is', 'so', 'easy', 'to', 'use', ',', 'Mac', 'software', 'is', 'just', 'so', 'much', 'simpler', 'than', 'Microsoft', 'software', '.']","[0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['And', 'if', 'you', 'do', 'a', 'lot', 'of', 'writing', ',', 'editing', 'is', 'a', 'problem', 'since', 'there', 'is', 'no', 'forward', 'delete', 'key', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1]"
"['And', 'if', 'you', 'do', 'a', 'lot', 'of', 'writing', ',', 'editing', 'is', 'a', 'problem', 'since', 'there', 'is', 'no', 'forward', 'delete', 'key', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Its', 'ease', 'of', 'use', 'and', 'the', 'top', 'service', 'from', 'Apple', '-', 'be', 'it', 'their', 'phone', 'assistance', 'or', 'bellying', 'up', 'to', 'the', 'genius', 'bar', '-', 'can', 'not', 'be', 'beat', '.']","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Its', 'ease', 'of', 'use', 'and', 'the', 'top', 'service', 'from', 'Apple', '-', 'be', 'it', 'their', 'phone', 'assistance', 'or', 'bellying', 'up', 'to', 'the', 'genius', 'bar', '-', 'can', 'not', 'be', 'beat', '.']","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Its', 'ease', 'of', 'use', 'and', 'the', 'top', 'service', 'from', 'Apple', '-', 'be', 'it', 'their', 'phone', 'assistance', 'or', 'bellying', 'up', 'to', 'the', 'genius', 'bar', '-', 'can', 'not', 'be', 'beat', '.']","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Its', 'ease', 'of', 'use', 'and', 'the', 'top', 'service', 'from', 'Apple', '-', 'be', 'it', 'their', 'phone', 'assistance', 'or', 'bellying', 'up', 'to', 'the', 'genius', 'bar', '-', 'can', 'not', 'be', 'beat', '.']","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1]"
